GSM1253375	GSM1253376	GSM1253377	GSM1253378	GSM1253379	GSM1253380	GSM1253381	GSM1253382	GSM1253383	GSM1253384	GSM1253385	GSM1253386	GSM1253387	GSM1253388	GSM1253389	GSM1253390	GSM1253391	GSM1253392	GSM1253393	GSM1253394	GSM1253395	GSM1253396	GSM1253397	GSM1253398	GSM1253399	GSM1253400	GSM1253401	GSM1253402	GSM1253403
SOX4	0	0	0	26	2	59	1	1	10	0	1	0	1	1	0	0	2	391	258	297	179	278	228	1179	532	2878	669	0	0
SOX5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX6	0	0	118	941	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	25	0	0	0	0	0	0	0
SOX7	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	23	1	797	1	0	0	1	1	2	2	0	0	0
SOX8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	616	0	0	0	0	0	0	0
SOX9	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	22	0	0	0	0	0	0
SP1	0	0	0	0	1	0	0	6	39	1	1	0	88	0	0	2071	0	100	14	398	0	0	0	2	1	0	319	3	60
SP100	1536	17	5	548	1	12	2	1	1	3	4	0	4	1	359	1	1	2	2	50	2	135	201	361	1	2551	134	2	0
SP110	1	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	750	0	151	43	0	13695	4	0	2
SP140	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	315	0	0
SP140L	0	0	1	0	0	2	0	0	0	5	2	3	1	0	0	0	0	0	0	54	128	0	128	21	0	0	496	0	0
SP2	0	0	10	16	0	9	1	0	0	1	1	0	1992	1	269	7	2	145	60	1	0	26	83	8	0	822	2	0	0
SP3	0	0	0	1	0	0	0	1	0	0	0	0	1	0	312	3	0	0	0	77	0	366	21	45	1	1	0	0	0
SP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	25	0	0	0	0	14
SP6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
SPA17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0
SPAG1	0	0	0	105	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	3	6	0	11	907	85	0	0
SPAG11B	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG16	0	0	0	0	0	2	0	1	0	0	0	0	0	2	1	0	1	568	8	8	0	0	81	0	0	0	0	0	0
SPAG17	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3	0
SPAG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	51	0	0
SPAG5	0	0	0	0	3	0	2	0	0	0	0	0	1	8	0	231	1	1071	0	0	0	0	93	5	1116	0	99	2	5774
SPAG6	0	0	2	0	0	0	0	0	3	2	8	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SPAG7	10	14650	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	1146	85	130	277	0	1	277	0	36
SPAG8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SPAG9	0	0	0	14	2	0	2	1	1	1	0	6	3	0	0	4	0	130	1	85	0	3656	43	2	526	1	107	2	15
SPANXN2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPARC	4095	35	10	1820	5	5	12	6	6	6	4	4	10514	31118	8727	5949	4	3	2	0	15	276	6	24	1629	4	551	76	2
SPARCL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
SPAST	2	0	0	2	0	0	3	0	0	0	0	0	1	0	2	15	0	0	0	0	74	0	130	0	272	0	5	4	2
SPATA13	0	0	0	4	4	0	2	2	2	0	0	0	4674	0	1180	0	0	1	6	47	0	767	251	195	603	8	413	1	18
SPATA17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
SPATA18	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0
SPATA2	0	0	0	39	0	0	0	0	0	0	0	1	0	0	0	0	0	0	181	61	0	287	80	52	32	0	1	1	0
SPATA20	0	0	0	200	288	0	5	0	1	0	0	0	0	1	0	0	0	0	61	1363	3618	556	48	293	145	3724	919	0	1
SPATA21	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	214	0	0	29	0	160	0	0	1	547	0	0
SPATA24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
SPATA2L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	26	0	0	21	0	30	0	0	10	0	0
SPATA5	0	0	2	0	0	0	0	0	0	3	1	0	0	15	2	45	4	0	0	0	0	1	46	0	88	0	0	0	0
SPATA5L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	242	0	0	162	12	0	0	0	0	0
SPATA6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	399	0	0	0	0	0	0	0	0	0	0
SPATA6L	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	13	0	1	0	0	0	0	2	0	0
SPATA7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA9	0	1	471	0	0	0	0	0	0	0	0	0	0	2	0	0	0	198	0	87	0	0	39	0	0	0	0	0	0
SPATC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
SPATS1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATS2	0	0	1	0	1	0	3	1	2	1	1	1	1	1	119	2426	1	72	167	1	2	5	59	0	0	19	75	1	0
SPATS2L	0	0	0	2	1	0	3	0	0	0	2	1	0	0	0	1	1	0	599	26	1	334	0	0	0	206	142	0	0
SPC25	0	0	0	0	1	0	1	1	0	0	0	0	0	0	660	0	0	0	0	0	0	0	99	0	0	0	6	0	0
SPCS1	2	0	0	36	10	1	4	0	0	0	0	0	3	3	0	0	4	10	93	2351	3	1895	651	34	428	2	1199	9	117
SPCS2	36	0	0	50	3	0	1	0	0	0	0	0	0	1	0	1	1	152	1	376	63	261	293	27	0	158	333	1	1778
SPCS3	2536	8	0	7	0	0	0	2	1	1	1	52	1	0	0	1025	0	4	0	0	0	4	10	0	0	1	1	0	0
SPDEF	0	0	0	8	2	0	1	0	0	0	0	0	3	0	0	0	0	19	0	1207	5	486	249	472	124	5307	4549	158	4773
SPDYA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	125	0	0	0	0
SPDYC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467	0	0	0	0	0	0	0	0	1	0	0	0	0
SPDYE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SPDYE3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	153	0	0
SPDYE5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPDYE6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SPDYE7P	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	10	1	0	0	0	25	0	0
SPECC1	2	1	0	97	0	0	3	1	2	1	0	9263	2980	1753	7599	4827	0	66	132	0	0	26	259	2	170	0	0	0	0
SPECC1L	0	0	0	195	2	0	0	4	0	0	0	0	1	0	0	0	0	0	103	167	226	4	7	0	0	2	386	0	0
SPEF1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
SPEF2	2	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	62	0	0	65	0	0	1	0	0	0
SPEG	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	60	414	0	0	0	0	0
SPEM1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPEN	0	0	0	0	2	478	0	0	0	0	1	1	0	6716	8	0	0	0	3	73	0	0	0	0	0	0	24	0	1
SPG11	0	0	183	0	2	158	0	0	1	0	0	0	0	0	0	18	0	0	321	294	742	56	275	0	21	349	216	0	0
SPG20	0	0	0	0	3	0	3	0	0	0	0	0	7	1	2918	0	0	0	0	0	0	1	152	0	0	0	0	0	0
SPG21	0	2	0	729	1	619	3	1	1	0	2	2	0	2	4291	1	0	172	3	21	6	8	821	2	0	4	1113	4	2
SPG7	0	2	16	90	2	0	0	0	4	1	0	1	3	4	0	28	5	903	0	516	1343	45	100	0	0	1	536	2	3
SPHAR	0	1	1	1	2	0	0	0	0	1	0	0	0	0	0	69	0	0	1	266	0	848	2	445	1	0	1	16	0
SPHK1	0	0	0	2	0	0	1	2	1	0	58	43170	174	887	3716	1975	0	0	0	0	0	4	26	0	0	2	766	0	5
SPHK2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	4	0	0	1	64	0	2
SPHKAP	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPI1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPIB	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
SPIC	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516	0	0	0	0	0	0	0
SPICE1	0	0	32	0	4	30	0	0	0	0	1	1	0	0	11	8	0	4	0	1	51	2	138	0	2	7	15	0	0
SPIN1	0	1	0	2	1	0	0	0	7	1	0	1	0	0	0	0	0	0	5	0	0	16	0	0	0	1	4	0	0
SPIN2B	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	2	108	1	0	0	0	0	0	43
SPIN3	1	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPIN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
SPINK1	0	0	0	0	0	0	6	1	0	0	0	0	0	1	0	0	9	0	0	1	0	0	0	1	0	0	0	0	0
SPINK13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SPINK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
SPINK5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0
SPINK8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
SPINT1	0	3	2	0	11	0	1	0	7	3	1	0	24	6	0	0	1	890	4780	3119	1343	1	1912	7319	2814	2542	4827	8753	403
SPINT2	658	7866	9	356	7	16	5	8	36	2	4	1	211	2	10726	1	8	1316	1700	557	3370	1224	2445	1869	705	696	4613	9477	5658
SPIRE1	1	0	0	76	0	0	0	1	0	0	0	1	0	2	1426	0	0	114	4	0	0	168	1	0	0	0	108	2	1
SPIRE2	0	0	0	14	0	0	0	0	0	0	1	39	30	0	1	2	0	0	0	0	23	10	1	179	0	3	184	0	1
SPN	0	0	1	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	21	1	0	0	0	0	47
SPNS1	0	0	0	0	9	796	0	0	11	1	0	590	771	19	592	259	0	0	48	26	278	1	4	0	1	0	64	2006	0
SPNS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	1	39	74	0	3	121	0	0
SPOCD1	0	0	1	0	0	0	4	1	0	1	0	29	30897	1911	4	2486	5	0	0	0	0	0	1	122	0	0	0	0	0
SPOCK1	0	3	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0
SPOCK2	0	1	2	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPON1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
SPON2	0	0	1	0	0	1	7	1	0	0	1	0	5	2	2	0	5	0	0	0	0	1	1	1	0	2	1	6	0
SPOP	0	1	0	1	0	48	4	7	2	0	0	0	3111	0	480	8	0	25	38	64	2	977	238	0	0	1	1635	0	0
SPOPL	0	1	1	0	2	0	0	3	19	0	0	1	824	0	0	0	2	0	17	0	0	0	0	133	380	0	0	0	0
SPPL2A	0	3	4	1	5	1	7	5	1	1	4	24265	0	0	1	49	1	1	242	380	1	296	176	0	2	4	636	0	0
SPPL2B	0	0	166	7	4	0	0	1	1	0	0	732	2072	883	253	1808	0	236	124	111	215	54	57	28	96	402	337	3	421
SPPL3	1	1	6	2	2	0	2	0	2	0	6	3	1	43	2200	2952	0	97	1	484	1	433	236	21	67	681	105	1	264
SPR	0	0	0	0	7	1	2	1	31	4	0	0	2	0	0	0	0	2	1940	1932	1065	0	0	25	0	266	1027	13	5518
SPRED1	0	2	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0
SPRED2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	544	10	289	0	17	2	371	1	0
SPRN	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	2	0	0	0	0	0	223	0	0
SPRR1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0
SPRR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
SPRY1	0	2	0	1	1	3091	4	2	1	0	1	0	0	2056	4	5	1	0	9	0	0	0	27	3	0	0	0	0	0
SPRY4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	54	0	0
SPRYD3	3	1	0	0	8	0	1	1	0	0	0	0	0	0	0	0	0	417	12	447	2	0	66	0	0	0	473	3	148
SPRYD4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	29	10	0	32	0	0	0	3	1	0
SPRYD7	0	0	0	0	1	11	0	0	0	0	0	0	0	1	0	0	0	0	1	6	0	245	67	0	0	5	19	1	654
SPSB1	101	0	0	1	0	0	0	0	1	0	0	0	9940	0	51	3110	0	0	0	0	1	149	0	0	0	0	9	0	0
SPSB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	24	0	0	0	0	0	0
SPSB3	0	0	0	7	2	1319	0	1	0	0	0	0	0	599	2	18	0	149	228	128	768	301	61	0	11	2	322	0	252
SPTA1	0	0	0	247	1	0	1	1	0	0	0	0	0	2	0	0	0	545	2	1	0	0	376	0	0	0	0	0	0
SPTAN1	46	0	6	6	2	1	0	0	0	0	0	0	2	0	0	1	2	365	1723	457	135	889	625	2668	1908	2411	2565	1	4
SPTB	0	0	1491	133	2	1414	1	4	0	0	17	7	0	5	1597	429	0	729	663	0	102	1	104	0	0	1	266	0	0
SPTBN1	1	3	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	72	0	1	17	9	0	0	80	95	1	0
SPTBN2	0	0	0	0	2	0	0	5	0	0	0	0	5	0	0	0	0	0	848	286	878	1	16	2	56	1233	112	3070	0
SPTBN4	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
SPTBN5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPTLC1	0	1	1	0	0	12	0	15	2	0	1	5692	0	232	2	760	3	3	0	1	74	1	133	6	222	1	6	0	14
SPTLC2	0	0	0	24	1	0	1	0	12	2	0	5	0	0	3504	2822	3	0	1	14	0	1	1204	1548	0	0	109	2	0
SPTLC3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
SPTSSA	28	2	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	41	71	31	0	1	0	631	13	468
SPTSSB	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	3	167	0	417	0	0	0	47	0	0
SPTY2D1	0	0	0	642	2	0	0	0	0	0	0	1	0	0	1	0	3	29	6	331	6	1	84	99	0	2	106	12	0
SQLE	0	0	1	8	1	0	5	0	0	0	0	2	63	0	0	0	3	0	1063	6	0	3254	426	442	0	6	1871	16521	2663
SQRDL	1	0	3	0	2	0	2	8	11	7	1	3	0	1	0	1	2	90	745	276	392	13	418	1225	243	3	629	3	71
SQSTM1	368	6	5659	3532	40	10236	7	6	79	14	2	654	20310	11547	6085	18634	97	3677	7114	6443	15618	3042	701	734	1030	38930	7533	33	4024
SRA1	0	0	0	0	4	19241	2	3	1	1	0	0	2	0	40	0	1	3	63	1851	244	39	218	22	0	503	774	4	0
SRBD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	295	0	0	0	38	0	0
SRC	0	0	1	1	7	2	1	7	0	0	11	0	0	4	3679	254	0	0	1	1	0	0	39	0	0	0	0	0	0
SRCAP	369	2	0	0	0	0	0	0	1	1	0	1	0	0	98	1	0	22	9	15	694	19	77	320	181	4461	264	0	0
SRCIN1	0	0	0	0	0	0	0	0	5	0	0	3	2	0	0	0	0	16	0	0	0	2	0	0	0	1	0	0	0
SRCRB4D	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRD5A1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	68	0	1	0	0	0	0	166	4	332
SRD5A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SRD5A3	0	0	0	0	2	1	3	4	0	0	0	0	0	2	0	0	1	0	1219	227	172	12	465	212	115	1	1650	11	8946
SREBF1	0	1	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	3	0	3	24	0	6	10	39	0	0
SREBF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	62	75	1	0	0	41	34	0	7	0	0
SREK1	631	5	0	0	2	67	6	1	0	0	18	0	14	5	990	57	1	26	276	14	30	5	569	936	1	4	623	1	995
SREK1IP1	10	1	5571	0	5	8	0	0	4	0	4	0	0	0	560	2	0	0	0	0	0	0	8	0	0	0	29	0	0
SRF	2	0	0	620	1	0	1	2	0	0	0	0	1	0	0	89	7	8	679	252	1	857	451	1030	830	7224	1057	1	0
SRFBP1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	102	0	0	1	0	0
SRGAP1	0	0	0	0	3	0	3	1	0	0	0	0	0	1	2	0	2	0	1432	854	0	143	3	0	0	0	16	0	0
SRGAP2	0	0	1	148	0	0	0	0	0	1	0	0	0	1	0	0	0	129	1317	0	706	2	0	0	0	4	300	0	3
SRGAP3	0	0	0	0	0	0	0	3	0	0	31	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	32	0	0
SRGN	0	3	238	0	2	1	2	2	5	8	10	619	4	1391	3956	1578	0	0	0	0	0	4	41	0	2	0	25	457	1
SRI	0	0	0	4	1	1	3	0	5	0	0	0	3	2	0	0	6	135	277	130	1157	5	742	3	610	3	252	15	1
SRL	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SRM	0	2	0	0	0	0	0	0	2	0	0	1	20	0	0	0	2	0	1	0	232	0	74	105	0	7597	2314	9025	4165
SRMS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
SRP14	7653	56	1036	887	37	1	19	13	49	4	2	4	18	2	5	3848	15	1224	6385	6462	2407	3415	1064	1756	3384	7816	3832	1939	15183
SRP19	0	0	1	4	1	0	1	0	0	0	0	0	0	0	0	0	0	481	1184	397	253	866	26	40	0	3064	292	0	2535
SRP54	12	2	0	0	1	69	4	1	17	0	0	0	54	0	1	1915	3	2	2074	731	1	0	451	1171	2	52467	4013	20080	20362
SRP68	3484	16	518	9	4	2	3	3	20	0	0	1	1	2	0	2	7	79	0	811	124	3	594	716	1246	6	2173	11	2
SRP72	2	0	1	11	10	0	14	9	2	0	3	0	7350	6	0	0	7	512	3	3376	2732	1919	1143	665	1306	315	1352	4	6120
SRP9	362	1	0	20	1	0	2	1	0	0	0	0	5	0	0	333	0	127	240	50	103	396	475	164	270	309	180	2387	494
SRPK1	0	0	858	1	0	0	0	0	1	0	0	0	20	0	0	64	3	0	0	28	0	1	230	48	0	1	384	9073	1
SRPK2	0	0	1	1	7	0	1	1	0	1	0	0	1623	0	177	0	2	6	132	1282	0	842	2	762	0	2	210	6	5558
SRPK3	0	0	0	0	0	116	1	3	0	0	2	1425	99	4074	869	717	0	1	0	1	34	1	113	1	2	29	420	43	1
SRPR	0	2	0	3	168	0	0	0	0	0	6	0	0	0	2	63	0	47	4	87	41	255	355	70	69	508	93	4	4833
SRPRB	0	0	0	7	5	0	0	1	0	0	0	1	0	0	0	0	3	3	0	1108	97	146	131	1	29	602	1769	1	4
SRPX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SRPX2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR	0	0	1	0	2	16	1	0	0	1	0	1	1	0	0	0	0	0	1480	819	83	673	293	100	143	0	68	0	0
SRRD	681	8	0	767	0	13	2	0	3	0	0	1	2	3	0	0	1	746	488	5	918	2	2	0	0	0	375	9	1
SRRM1	0	0	0	0	3	1	1	0	0	0	0	1	0	0	3223	5	0	1	0	12	228	0	110	0	3	5498	1	0	0
SRRM2	41	0	1	31	0	16	0	0	4	1	40	23	23	2227	230	595	23	101	88	45	87	177	128	18	9	367	523	0	2
SRRM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0
SRRM4	1	1	0	0	0	0	1	0	0	0	0	0	3	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
SRRM5	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	25	153	0	0	0	4	833	0
SRRT	98	0	0	430	1	3899	5	1	0	0	3	0	0	2	0	0	1	462	1015	321	0	173	136	280	194	1576	2037	3	1422
SRSF1	1	0	12	20	5	72	2	1	0	1	0	2993	0	4	2806	7	3	434	0	547	43	22	674	95	104	17	117	0	507
SRSF10	3	6	3	152	14	2	3	4	4	2	3	6	1	5	3357	0	3	1247	23	20	0	759	623	35	77	2	332	5	1627
SRSF11	84	1	15	1052	4	0	3	3	2	1	2	2	2	5	1201	1	1	2024	754	1341	1526	35	551	318	762	16720	1699	4	5283
SRSF12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
SRSF2	772	7	5	732	10	800	14	7	15	4	11	12655	140	6692	5789	2056	18	578	3475	3010	202	2874	1900	1386	1823	12	2074	5861	4910
SRSF3	252	0	0	108	8	2	6	2	31	7	1	1	240	2	7217	4194	30	278	306	2062	327	1336	1676	813	107	88	2050	16	4423
SRSF4	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	6	442	6	119	1	0	3	109	0	0
SRSF5	94	2	9	3	1	1	1	0	2	3	9	6	407	9	3905	10	0	186	0	16	26	114	113	240	151	1	115	1	108
SRSF6	16	0	10	228	9	1	14	6	4	1	2	5	3438	11	13477	2323	4	0	1414	1020	2	49	364	1	7	7152	2860	3	12
SRSF7	1989	15	0	113	15	6640	8	6	2	0	0	1	4	3	1193	0	9	5	308	2944	1488	706	903	1961	2056	6683	1257	1497	37
SRSF8	1	0	1	622	2	3	8	4	2	0	2	1	106	1	3639	265	6	33	0	0	1	303	453	1	32	450	64	8	10
SRSF9	10	0	0	0	0	1	0	0	1	0	0	0	0	0	0	6	0	0	35	0	7	0	4	3	0	0	3	0	0
SRXN1	1	0	0	2	2	0	0	0	0	0	0	0	2669	2	0	0	0	372	0	58	310	0	49	474	9	1	172	1	0
SS18	0	0	0	8	0	5	1	1	0	0	43	6	0	0	110	483	0	2	0	56	153	149	108	68	96	9310	198	0	0
SS18L1	0	2	0	4	1	0	0	0	15	3	1	0	1	0	0	13	0	38	132	532	0	672	67	0	0	0	3	0	0
SS18L2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	1	0	296	198	2	4	0	5	0	12	0	0
SSB	99	0	1	39	2	0	7	2	0	0	0	0	2	0	0	0	2	222	90	67	1155	7	309	4	442	58	48	57	0
SSBP1	43	0	0	0	0	1	5	0	18	3	1	0	4	1	0	2	15	437	24	172	2036	47	580	148	145	5541	1643	1168	135
SSBP2	0	0	2	0	2	0	10	8	2	1	0	2	2452	18810	30	4472	1	1	282	717	1782	316	329	1040	1035	3	592	6	5355
SSBP3	10	0	5	454	1	4	3	0	5	0	0	0	2	0	3465	1	0	673	0	46	0	2	165	0	1	0	51	0	0
SSBP4	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	9	2	4	40	0	80	2	2	102	1469	0
SSC5D	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
SSFA2	0	0	1	138	2	36	5	2	1	0	0	2	5500	2	28	7	2	66	0	24	1	1	1	510	22	0	1	1	0
SSH1	1	0	0	0	4	0	0	0	1	0	0	1407	0	0	103	4	0	0	0	0	0	0	54	0	0	11	9	0	0
SSH2	0	0	0	0	0	0	1	1	0	0	2	832	14216	0	0	3032	0	0	0	1	0	4	10	0	0	0	6	2	1
SSH3	0	0	1	3	2	169	0	0	3	2	0	0	0	2	0	0	0	212	418	309	218	237	91	126	0	115	189	0	129
SSNA1	27	0	23	8	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	114	100	18	59	58	247	2348	249	0	2
SSPN	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1
SSPO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
SSR1	3162	21	978	6	1	36	2	1	5	1	2	2	1	3	4	2	4	827	1	273	455	875	224	494	0	99	234	1	0
SSR2	2364	20213	4	15	7	3	16	6	8	4	1	1	7	6	528	3	0	244	2061	702	2238	813	926	512	2017	4202	4911	1537	2492
SSR3	5910	38	2	831	2	4	7	5	8	0	3	2	15	2	3	3	5	42	5	618	74	463	564	2684	553	65	113	3716	20
