gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ER_target_lenient	ER_target_stringent	ER_early	ER_late	ER_target_ChIP
RP11-523H24.3	42.39187368	-0.087687807	0.15438102	-0.567996034	0.570037661	0.719624325	no	no	FALSE	FALSE	FALSE
AC009336.24	33.40243428	0.256021022	0.152299772	1.681033517	0.092756404	0.196250993	no	no	FALSE	FALSE	FALSE
ST7-AS2	36.010188049999996	0.089670011	0.154120272	0.581818404	0.560689006	0.712176687	no	no	FALSE	FALSE	FALSE
AC084809.2	130.5588327	-0.237169454	0.132296685	-1.792708972	0.073019471	0.162611952	no	no	FALSE	FALSE	FALSE
MIR29B1	51.88901002	-0.531925235	0.154483338	-3.443253111	5.75e-4	0.002661963	down	no	FALSE	FALSE	FALSE
RP11-119F19.2	88.11846153	-0.024337742	0.143142512	-0.170024557	0.864990824	0.92376898	no	no	FALSE	FALSE	FALSE
TMEM185B	2191.550137	0.176593062	0.047948283	3.682990294	2.30514e-4	0.001175861	up	no	FALSE	FALSE	FALSE
AC104655.3	101.8486693	-0.156059073	0.143032325	-1.091075556	0.275239638	0.439106535	no	no	FALSE	FALSE	FALSE
UPK1A-AS1	174.662361	-0.068147847	0.119467314	-0.570430899	0.568	0.718	no	no	FALSE	FALSE	FALSE
RP1-37C10.3	122.8655709	-0.075280597	0.135558627	-0.555336081	0.578664804	0.726430721	no	no	FALSE	FALSE	FALSE
RP11-255A11.21	79.83122768	0.920155983	0.148767802	6.185182348	6.20307e-10	8.15449e-9	up	up	FALSE	FALSE	FALSE
AC007098.1	59.01389166	0.265393419	0.152984587	1.734772271	0.08278115	0.179329767	no	no	FALSE	FALSE	FALSE
RP11-336A10.2	125.5528381	0.264716831	0.131012974	2.020539063	0.043327503	0.107278896	no	no	FALSE	FALSE	FALSE
RP1-1J6.2	1202.489166	-0.078102823	0.057612267	-1.355663073	0.175	0.317	no	no	FALSE	FALSE	FALSE
ENTPD1-AS1	132.8748915	0.583986138	0.129625068	4.505194439	6.63e-6	4.72e-5	up	no	FALSE	FALSE	FALSE
RP11-426A6.5	372.4998816	0.290299654	0.092843057	3.126778274	0.001767332	0.007146123	up	no	FALSE	FALSE	FALSE
HSBP1L1	434.1860006	-0.351952665	0.090579444	-3.885568841	1.02e-4	5.69e-4	down	no	FALSE	FALSE	FALSE
PSMD5-AS1	735.8555031	0.057205302	0.079000451	0.724113606	0.468995992	0.632960086	no	no	FALSE	FALSE	FALSE
RP5-1024G6.5	45.64380038	0.221491067	0.154397108	1.434554506	0.151414086	0.284961772	no	no	FALSE	FALSE	FALSE
SRRM5	601.8028419	0.016168477	0.074799555	0.216157396	0.828865061	0.903495282	no	no	FALSE	FALSE	FALSE
PGAM4	210.0479401	0.026206183	0.113129048	0.231648581	0.816810971	0.895981031	no	no	FALSE	FALSE	FALSE
CACTIN-AS1	474.0870642	0.009166392	0.085163183	0.107633277	0.914286599	0.952580066	no	no	FALSE	FALSE	TRUE
RP11-203B9.4	78.40100453	0.342107367	0.147702944	2.316185158	0.020548161	0.058287342	no	no	FALSE	FALSE	FALSE
RP4-756H11.3	42.89761439	0.008443581	0.154486838	0.054655663	0.956412792	0.975879662	no	no	FALSE	FALSE	FALSE
RP4-635E18.7	299.9624503	-0.095557647	0.098387747	-0.971235245	0.331431146	0.501283887	no	no	FALSE	FALSE	FALSE
ERVMER34-1	112.934859	0.317017655	0.140707061	2.253033018	0.024257067	0.066798427	no	no	FALSE	FALSE	FALSE
LA16c-395F10.1	105.2484375	-0.143796508	0.13822195	-1.04033049	0.298186384	0.464320195	no	no	FALSE	FALSE	FALSE
CEP164P1	134.8611577	0.045764697	0.134555566	0.34011746	0.733768073	0.840584432	no	no	FALSE	FALSE	FALSE
DANCR	1009.683941	0.311154288	0.068117999	4.567871801	4.92701e-6	3.60462e-5	up	no	FALSE	FALSE	FALSE
LINC00511	37.47645254	0.309093536	0.154056083	2.00637022	0.044816763	0.110218735	no	no	FALSE	FALSE	TRUE
RP11-460I13.2	41.19809861	0.118415955	0.154337199	0.767254787	0.442930044	0.609687232	no	no	FALSE	FALSE	FALSE
C14orf132	998.8198549	0.415113327	0.064045513	6.481536477	9.07932e-11	1.33674e-9	up	no	FALSE	FALSE	FALSE
WDR46	1473.952449	0.26445599	0.052710863	5.017106011	5.24556e-7	4.56486e-6	up	no	FALSE	FALSE	TRUE
CTA-85E5.10	142.8221831	-0.238347133	0.132841475	-1.794222276	0.072777698	0.162180325	no	no	FALSE	FALSE	FALSE
EPPK1	10450.27986	-0.345552381	0.070521348	-4.899968436	9.59e-7	7.99e-6	down	no	FALSE	FALSE	FALSE
ST7-AS1	51.95114309	0.200669048	0.154484583	1.298958411	0.193958202	0.342603341	no	no	FALSE	FALSE	FALSE
RP11-203J24.8	204.8960932	1.004720237	0.117661063	8.539105582	1.35e-17	3.63e-16	up	up	FALSE	FALSE	FALSE
RP11-69I8.3	228.1476187	-0.889850283	0.116624804	-7.630025949	2.35e-14	4.89e-13	down	down	FALSE	FALSE	FALSE
AC017101.10	1391.679239	-0.43159649	0.055774528	-7.738236502	1.01e-14	2.15e-13	down	no	FALSE	FALSE	FALSE
WASH7P	172.4458474	-0.071399776	0.126165795	-0.565920234	0.571448006	0.720675459	no	no	FALSE	FALSE	FALSE
RP11-166N17.1	150.74399	0.039746266	0.127304483	0.312214189	0.75487775	0.854856535	no	no	FALSE	FALSE	FALSE
KLLN	53.93345787	0.558825068	0.153193836	3.647829982	2.64465e-4	0.00132717	up	no	FALSE	FALSE	FALSE
AC015933.2	33.36442093	0.164938973	0.153939718	1.071451708	0.284	0.449	no	no	FALSE	FALSE	FALSE
PARG	638.4096641	0.115706955	0.075156499	1.539546884	0.123670841	0.245188938	no	no	FALSE	FALSE	FALSE
AC009299.3	46.07218961	0.032348179	0.154122852	0.209885679	0.8337569	0.90585926	no	no	FALSE	FALSE	FALSE
ZMYM4-AS1	77.82761907	-0.009810021	0.148690416	-0.065976147	0.947396816	0.971385756	no	no	FALSE	FALSE	FALSE
CTB-58E17.5	35.14967961	0.06511516	0.153179602	0.425090282	0.670770862	0.796260876	no	no	FALSE	FALSE	FALSE
RP11-316M21.6	57.60950923	0.117879973	0.152424208	0.773367795	0.439304744	0.606573721	no	no	FALSE	FALSE	FALSE
AC109333.10	427.5379513	0.021168997	0.088508547	0.239174605	0.810970194	0.892393156	no	no	FALSE	FALSE	FALSE
SCAMP4	1045.051741	-0.098808297	0.062689066	-1.576164755	0.114987839	0.23217726	no	no	FALSE	FALSE	TRUE
LTB	279.4100245	-0.554297785	0.108436674	-5.111718793	3.19e-7	2.88e-6	down	no	FALSE	FALSE	FALSE
SPAG5-AS1	1623.436303	0.102386801	0.050717092	2.018782976	0.043509781	0.107568547	no	no	FALSE	FALSE	FALSE
PGM5P2	55.96103011	0.062313481	0.152998945	0.407280461	0.683802012	0.805560457	no	no	FALSE	FALSE	FALSE
CERS6-AS1	1071.042718	0.028963519	0.05955727	0.486313744	0.627	0.764	no	no	FALSE	FALSE	FALSE
RP1-101K10.6	223.7078665	-0.004386296	0.11458112	-0.038281139	0.969463529	0.983445892	no	no	FALSE	FALSE	FALSE
MIR3916	232.9294222	0.084293247	0.118714624	0.710049393	0.477673507	0.640602649	no	no	FALSE	FALSE	FALSE
DNMBP-AS1	283.1740415	0.301535341	0.104510971	2.885202744	0.003911617	0.014192071	up	no	FALSE	FALSE	FALSE
AC006042.6	77.66708088	0.127106791	0.145965913	0.870797771	0.383864583	0.555394315	no	no	FALSE	FALSE	FALSE
RP11-536C5.7	393.422672	-0.217169547	0.098292056	-2.209431335	0.027144654	0.07329005	no	no	FALSE	FALSE	FALSE
RP1-20B21.4	1093.108316	0.034388923	0.06074775	0.566093763	0.571330043	0.720590523	no	no	FALSE	FALSE	FALSE
RP1-283E3.4	67.77727771	-0.093232565	0.149470063	-0.623754101	0.532789087	0.688635337	no	no	FALSE	FALSE	FALSE
AC012358.4	41.43613285	0.282775659	0.154054742	1.835553099	0.066423779	0.150609228	no	no	FALSE	FALSE	FALSE
AC007276.5	52.86226574	0.120309571	0.153690684	0.782803278	0.433742642	0.601343266	no	no	FALSE	FALSE	FALSE
SNAP25-AS1	109.0078673	0.240131513	0.135882179	1.767203869	0.077194092	0.169836546	no	no	FALSE	FALSE	FALSE
RP11-103C16.2	704.8328482	-0.25277321	0.070446899	-3.588138207	3.33048e-4	0.001625506	down	no	FALSE	FALSE	FALSE
AC007383.3	72.54699511	-0.071499257	0.147842157	-0.483618868	0.628656382	0.764694438	no	no	FALSE	FALSE	FALSE
RP11-439E19.3	57.24463261	-0.289327792	0.153502299	-1.884843381	0.059450986	0.138188357	no	no	FALSE	FALSE	FALSE
RP11-69E11.8	731.7467599	0.229305696	0.072016681	3.184063665	0.001452231	0.006036616	up	no	FALSE	FALSE	FALSE
RP11-135J2.4	41.84671167	-0.165398144	0.154483753	-1.070650733	0.284326503	0.44971538	no	no	FALSE	FALSE	FALSE
MFI2-AS1	80.74428829	0.034339507	0.146299947	0.234719888	0.81442615	0.894792743	no	no	FALSE	FALSE	FALSE
RP1-40E16.11	182.9849197	0.251523405	0.128950755	1.950538453	0.051111975	0.122649787	no	no	FALSE	FALSE	FALSE
RP1-317E23.3	171.7372091	0.078303243	0.119900016	0.653071161	0.513710403	0.673080711	no	no	FALSE	FALSE	FALSE
RP11-342M1.3	123.8230863	-0.133286365	0.135666569	-0.982455489	0.325875501	0.49509012	no	no	FALSE	FALSE	FALSE
RNF144A-AS1	72.20336944	0.163294481	0.149733229	1.090569423	0.27546239	0.439412666	no	no	FALSE	FALSE	FALSE
HCG11	152.2121895	0.214913441	0.140683583	1.527636963	0.126602699	0.249853428	no	no	FALSE	FALSE	FALSE
EFCAB14-AS1	87.71492116	-0.176667992	0.143976346	-1.227062624	0.219799055	0.375393371	no	no	FALSE	FALSE	FALSE
MT-ATP8	9891.155587	-0.068290261	0.061617828	-1.108287371	0.267737728	0.430661172	no	no	FALSE	FALSE	FALSE
RP5-1125A11.1	36.84937573	0.148328455	0.154181221	0.962039695	0.336029665	0.505574504	no	no	FALSE	FALSE	FALSE
RP3-508I15.9	176.4171905	0.100313573	0.119100222	0.842261845	0.4	0.569	no	no	FALSE	FALSE	FALSE
ARMCX3-AS1	172.6339527	-0.060501445	0.122489062	-0.49393345	0.621	0.759	no	no	FALSE	FALSE	FALSE
PCAT6	161.6064689	0.031926207	0.125911524	0.253560644	0.799835005	0.885221724	no	no	FALSE	FALSE	FALSE
C19orf24	772.8831665	-0.002247316	0.070130909	-0.03204459	0.974	0.986	no	no	FALSE	FALSE	FALSE
RP11-186N15.3	447.4345909	0.339293756	0.089395703000000007	3.795414582	1.47e-4	7.92e-4	up	no	FALSE	FALSE	FALSE
RP11-206L10.2	145.8342693	-0.11991676	0.127105389	-0.943443553	0.345454075	0.516019572	no	no	FALSE	FALSE	FALSE
RP11-1148L6.5	150.60078240000001	0.103920486	0.129110158	0.80489783	0.420878641	0.590582418	no	no	FALSE	FALSE	FALSE
AC015971.2	746.2950869	-0.117394402	0.068020421	-1.725869963	0.08437081	0.182053231	no	no	FALSE	FALSE	FALSE
AC007040.6	115.5558267	-0.138108808	0.133454196	-1.034877979	0.3007259	0.466895816	no	no	FALSE	FALSE	FALSE
RP11-216B9.6	82.01287157	0.030138209	0.148686079	0.202696912	0.839371937	0.909266549	no	no	FALSE	FALSE	FALSE
CCT6P1	145.2374967	0.099512447	0.131318011	0.7577974	0.448572279	0.61488735	no	no	FALSE	FALSE	FALSE
RP4-625H18.2	129.1255611	-0.127925374	0.140752623	-0.908866708	0.363420489	0.53518698	no	no	FALSE	FALSE	FALSE
TSTD3	32.27356622	0.053342243	0.153423019	0.347680832	0.728079893	0.837427164	no	no	FALSE	FALSE	FALSE
OST4	4239.565402	-0.069253059	0.038321745	-1.807147865	0.070739227	0.158500847	no	no	FALSE	FALSE	FALSE
AC017099.3	38.35664142	-0.121786263	0.154402379	-0.788758976	0.430252891	0.598311233	no	no	FALSE	FALSE	FALSE
RAB11FIP1P1	93.4835049	0.029435035	0.141619393	0.207846076	0.835349154	0.906537534	no	no	FALSE	FALSE	FALSE
RP11-98I9.4	57.22970385	0.094574907	0.154033509	0.613989172	0.539222483	0.693487849	no	no	FALSE	FALSE	FALSE
AC006460.2	88.22841682	-0.408759409	0.143131452	-2.855832188	0.00429	0.0154	down	no	FALSE	FALSE	FALSE
KIAA1984-AS1	48.56475864	0.108665097	0.153840479	0.706349185	0.479971014	0.642332508	no	no	FALSE	FALSE	FALSE
SPCS2P4	49.80746375	0.121301935	0.153686132	0.789283541	0.429946304	0.598118578	no	no	FALSE	FALSE	FALSE
C1orf233	1359.953532	0.326965192	0.062880161	5.19981479	1.99487e-7	1.85143e-6	up	no	FALSE	FALSE	FALSE
RP11-574F21.2	52.78109054	0.131707418	0.152964235	0.861034069	0.389219279	0.559898442	no	no	FALSE	FALSE	FALSE
AC144450.1	59.14487838	-0.259022584	0.151854687	-1.70572663	0.088058989	0.188412358	no	no	FALSE	FALSE	FALSE
FCF1P2	71.67384332	0.105281411	0.148991705	0.706625987	0.479798935	0.642249995	no	no	FALSE	FALSE	FALSE
PROB1	54.90559627	-0.092838969	0.152166874	-0.610112877	0.541787037	0.695905995	no	no	FALSE	FALSE	FALSE
TTC3-AS1	527.541275	0.026735329	0.080947839	0.330278481	0.741189551	0.844590655	no	no	FALSE	FALSE	FALSE
RP5-1160K1.6	565.1477643	0.146722604	0.084402522	1.738367537	0.082146073	0.178247621	no	no	FALSE	FALSE	FALSE
DHFR	1702.302601	0.159393094	0.047960813	3.323402634	8.89e-4	0.00394	up	no	FALSE	FALSE	FALSE
AC008781.7	223.715864	0.002590066	0.117467976	0.022049122	0.982408772	0.990408843	no	no	FALSE	FALSE	FALSE
RP13-39P12.3	2314.941783	-0.093623903	0.042942457	-2.180217643	0.0292	0.0779	no	no	FALSE	FALSE	FALSE
MRPL45P2	51.9983873	-0.178705938	0.152883486	-1.168902817	0.242442788	0.401387281	no	no	FALSE	FALSE	FALSE
RP11-206L10.11	251.4121305	0.016895426	0.110317378	0.153152896	0.878277703	0.931697869	no	no	FALSE	FALSE	FALSE
RP11-110G21.1	80.53525247	0.407775986	0.145741635	2.797937503	0.005143006	0.017866543	up	no	FALSE	FALSE	FALSE
AC073641.2	53.50805759	0.16589157400000001	0.153022526	1.084099041	0.278320888	0.442682883	no	no	FALSE	FALSE	FALSE
RP11-157P1.5	158.14195	-0.09922469	0.129738801	-0.764803512	0.444388556	0.610867483	no	no	FALSE	FALSE	FALSE
RP4-781K5.2	1112.915077	-0.146291441	0.064493817	-2.268301791	0.0233	0.0648	no	no	FALSE	FALSE	FALSE
RP4-784A16.2	69.71657883	-0.040914675	0.151672551	-0.26975662	0.787347498	0.877522024	no	no	FALSE	FALSE	FALSE
RP11-112J3.15	102.06207	-0.205979325	0.13835105	-1.488816494	0.136535698	0.26400363	no	no	FALSE	FALSE	FALSE
RASA4CP	56.65212688	0.144432088	0.152751626	0.945535515	0.344385548	0.514832492	no	no	FALSE	FALSE	FALSE
AC097381.1	53.41169539	-0.272477158	0.153469519	-1.77544805	0.075823936	0.167547009	no	no	FALSE	FALSE	FALSE
AC016722.4	376.472632	-0.018837419	0.094464638	-0.199412393	0.841940167	0.910268582	no	no	FALSE	FALSE	FALSE
AC133528.2	72.48309109	0.179918997	0.150635407	1.194400448	0.232321362	0.389399485	no	no	FALSE	FALSE	FALSE
RP11-697E2.7	527.7520675	0.053448903	0.085328582	0.626389208	0.531059686	0.686898951	no	no	FALSE	FALSE	FALSE
RP1-20N2.6	737.6889326	0.139735903	0.074124531	1.885150582	0.0594	0.138	no	no	FALSE	FALSE	FALSE
AC091729.9	114.9658277	0.223402697	0.143377349	1.558144982	0.119198884	0.238515445	no	no	FALSE	FALSE	FALSE
RP11-266K22.2	135.0951872	-0.009728598	0.128933686	-0.075454277	0.939853275	0.96759151	no	no	FALSE	FALSE	FALSE
AF127577.10	151.7534103	0.512650263	0.136783888	3.747884866	1.78332e-4	9.38947e-4	up	no	FALSE	FALSE	FALSE
MED4-AS1	261.3220944	0.165501817	0.109087386	1.517148985	0.129229073	0.253980441	no	no	FALSE	FALSE	FALSE
RPL41	67424.78449	0.037646974	0.025064938	1.501977554	0.133	0.259	no	no	FALSE	FALSE	FALSE
GS1-124K5.11	105.4219707	-0.240599581	0.137721607	-1.746999515	0.0806	0.176	no	no	FALSE	FALSE	FALSE
ADAM1A	167.3372633	0.282765367	0.126039419	2.2434677180000002	0.024866669	0.068252703	no	no	FALSE	FALSE	FALSE
RP11-390B4.3	51.90954832	-0.0179598	0.153077797	-0.11732466	0.906602784	0.948015553	no	no	FALSE	FALSE	FALSE
RP11-229P13.22	102.0536102	0.054757983	0.139122208	0.393596273	0.693879133	0.812598274	no	no	FALSE	FALSE	FALSE
RP11-104G3.2	33.02567552	0.028547686	0.152132502	0.187650144	0.851150916	0.915606409	no	no	FALSE	FALSE	FALSE
TUBB8P1	31.78141887	-0.043495727	0.151769647	-0.286590422	0.774425949	0.868882526	no	no	FALSE	FALSE	FALSE
RP4-583P15.10	177.9701381	-0.475737049	0.119295104	-3.987900869	6.67e-5	3.87e-4	down	no	FALSE	FALSE	FALSE
KRT8P12	350.0528833	0.349555477	0.095425477	3.66312529	2.49157e-4	0.001257887	up	no	FALSE	FALSE	FALSE
AC046143.3	283.0863151	0.251416161	0.103364166	2.432333859	0.015001872	0.044710415	up	no	FALSE	FALSE	FALSE
DPY19L1P1	183.227325	0.1159815	0.121274106	0.956358315	0.338891237	0.508515445	no	no	FALSE	FALSE	FALSE
SZT2-AS1	50.58389311	-0.029800038	0.153462243	-0.194184823	0.846031166	0.912288549	no	no	FALSE	FALSE	FALSE
AC103801.2	144.8791169	-0.051881062	0.127541131	-0.406779065	0.684170264	0.805735135	no	no	FALSE	FALSE	FALSE
AC018638.1	49.60426381	-0.183971336	0.154405679	-1.191480377	0.233465056	0.390672543	no	no	FALSE	FALSE	FALSE
RP1-92O14.6	135.7743654	-0.227043168	0.128880167	-1.761661026	0.078126586	0.171332134	no	no	FALSE	FALSE	FALSE
RP11-52J3.2	85.04074687	-0.249615876	0.145091756	-1.720400128	0.085359734	0.183796541	no	no	FALSE	FALSE	FALSE
RP5-981O7.2	108.7536257	-0.085783357	0.138844035	-0.6178397	0.536681011	0.691611791	no	no	FALSE	FALSE	FALSE
MBNL1-AS1	204.58379300000001	-0.064692406	0.116079205	-0.55731262	0.577	0.726	no	no	FALSE	FALSE	FALSE
AC009237.8	545.6807402	0.24860024	0.082151398	3.026123073	0.002477115	0.009565142	up	no	FALSE	FALSE	FALSE
SOS1-IT1	60.46034615	0.142096271	0.151429877	0.938363516	0.348057629	0.518553417	no	no	FALSE	FALSE	FALSE
RP11-159G9.5	156.876526	-0.11565628	0.131328833	-0.880661749	0.378500926	0.550455974	no	no	FALSE	FALSE	FALSE
AC019349.5	172.9710906	2.382670097	0.137673984	17.30661108	4.19e-67	8.07e-65	up	up	FALSE	FALSE	FALSE
AC096649.2	43.56929307	0.108626451	0.154357163	0.703734434	0.481598172	0.644020867	no	no	FALSE	FALSE	FALSE
UBE2Q1-AS1	401.903874	0.01958299	0.090471523	0.216454742	0.8286333	0.903359948	no	no	FALSE	FALSE	FALSE
XIST	4970.591846	0.130262793	0.04070491	3.200173927	0.00137	0.00575	no	no	FALSE	FALSE	FALSE
ZNF688	172.3075619	0.163083903	0.122800535	1.328039033	0.184165212	0.33035647	no	no	FALSE	FALSE	FALSE
PET100	65.24778826	0.019796784	0.149151662	0.132729221	0.894407533	0.940477165	no	no	FALSE	FALSE	FALSE
KHSRPP1	37.84889767	-0.10095141	0.154161569	-0.654841609	0.513	0.672	no	no	FALSE	FALSE	FALSE
RP13-766D20.2	86.66445179	-0.16379002	0.143332009	-1.142731627	0.253	0.415	no	no	FALSE	FALSE	FALSE
ARSD-AS1	388.5838677	-0.19229361	0.092506871	-2.07869544	0.037645352	0.095867451	no	no	FALSE	FALSE	FALSE
STEAP3-AS1	299.7908681	0.293893054	0.098615998	2.980176233	0.00288	0.010910965	up	no	FALSE	FALSE	FALSE
AC004549.6	207.7023631	-0.044001007	0.11751426	-0.374431211	0.708083526	0.823273594	no	no	FALSE	FALSE	FALSE
AC016999.2	33.92660301	-0.151007803	0.154006125	-0.980531152	0.326824	0.496001843	no	no	FALSE	FALSE	FALSE
RP1-151F17.1	70.43616012	-0.03500844	0.150379341	-0.232800863	0.815916043	0.895620408	no	no	FALSE	FALSE	FALSE
TFAP2A-AS1	35.81228529	-0.190652379	0.154000237	-1.238000556	0.215715855	0.370196073	no	no	FALSE	FALSE	FALSE
TOB1-AS1	42.86587322	-0.026349082	0.154471108	-0.170576115	0.86455708	0.923577603	no	no	FALSE	FALSE	TRUE
BIRC6-AS1	35.40429188	-0.108794806	0.154123723	-0.705892667	0.480254888	0.642551343	no	no	FALSE	FALSE	FALSE
CISD3	982.6412222	-1.47356e-4	0.065077591	-0.002264314	0.99819334	0.998754557	no	no	FALSE	FALSE	FALSE
LRRC37A15P	34.30676076	-0.00378031	0.153986156	-0.024549674	0.980414161	0.989226372	no	no	FALSE	FALSE	FALSE
PRRT3-AS1	154.1835576	-0.15925852	0.127014288	-1.253863028	0.209891795	0.363310577	no	no	FALSE	FALSE	FALSE
TMEM254-AS1	99.0615738	0.335255911	0.140642164	2.383751085	0.017137189	0.05003736	no	no	FALSE	FALSE	FALSE
RP5-1180C10.2	149.4193788	0.277795142	0.1273549	2.181267794	0.029163615	0.077767819	no	no	FALSE	FALSE	FALSE
FGF12-AS2	71.07302619	0.133553991	0.15365452	0.869183617	0.384746707	0.556218406	no	no	FALSE	FALSE	FALSE
AC016738.3	97.07467465	-0.146260814	0.139834064	-1.045959827	0.296	0.462	no	no	FALSE	FALSE	FALSE
RP3-508I15.19	67.26700284	-0.252900582	0.149917065	-1.686936588	0.091615546	0.194473017	no	no	FALSE	FALSE	FALSE
AP000688.14	785.5853125	0.063066077	0.071720621	0.879329762	0.379222503	0.551142383	no	no	FALSE	FALSE	FALSE
RP11-334J6.6	114.3555705	0.224542174	0.134122239	1.674160641	0.094099033	0.19829895	no	no	FALSE	FALSE	FALSE
RP4-635E18.6	73.24509225	-0.191789973	0.149771527	-1.280550294	0.200351668	0.350461568	no	no	FALSE	FALSE	FALSE
GOLGA6L5	60.97775289	-0.187861153	0.151410271	-1.240742463	0.214700903	0.368896483	no	no	FALSE	FALSE	FALSE
AC007163.6	529.1083817	-0.208048777	0.082333511	-2.526902764	0.011507336	0.035731721	down	no	FALSE	FALSE	FALSE
RP1-43E13.2	115.8463955	0.051509797	0.142896622	0.360468959	0.718496466	0.830160216	no	no	FALSE	FALSE	FALSE
LRRC37A6P	43.6181939	0.435256758	0.154490338	2.817372032	0.004841841	0.017014532	up	no	FALSE	FALSE	FALSE
RP11-423O2.3	114.0572518	0.225266451	0.135506914	1.662398204	0.0964	0.20186973	no	no	FALSE	FALSE	FALSE
ANKRD18B	371.0617548	0.621258529	0.092335751	6.728255557	1.72e-11	2.67172e-10	up	up	FALSE	FALSE	FALSE
AP000695.6	60.00526589	-0.550211882	0.151094248	-3.641514424	2.71039e-4	0.001355015	down	no	FALSE	FALSE	FALSE
PSMG3-AS1	1507.775716	-0.057031732	0.052983165	-1.076412339	0.281742886	0.446877615	no	no	FALSE	FALSE	TRUE
THAP7-AS1	36.3994304	-0.078493288	0.152790543	-0.513731327	0.607439846	0.74888475	no	no	FALSE	FALSE	FALSE
LIMD1-AS1	394.4795289	-0.159719926	0.091111587	-1.753014415	0.079599533	0.173732722	no	no	FALSE	FALSE	FALSE
AC091133.1	1254.793829	-0.002905318	0.055255749	-0.052579477	0.958066969	0.976700017	no	no	FALSE	FALSE	FALSE
RP11-74C13.3	40.93574468	-0.53324921	0.15448007	-3.451896472	5.56661e-4	0.002584862	down	no	FALSE	FALSE	FALSE
CTB-89H12.4	403.6934654	0.007884461	0.097979003	0.080470926	0.936	0.965	no	no	FALSE	FALSE	FALSE
RP11-517P14.2	68.37577299	0.173483561	0.148641182	1.167129855	0.243157933	0.402440757	no	no	FALSE	FALSE	FALSE
ZNF32-AS2	76.90291239	0.116165576	0.147986954	0.784971732	0.432470142	0.600339062	no	no	FALSE	FALSE	FALSE
GTF2IRD1P1	614.0490588	-0.180440259	0.078477671	-2.299256043	0.021490404	0.060418421	no	no	FALSE	FALSE	FALSE
FTX	52.24212388	-0.272314161	0.153748203	-1.771169718	0.076532483	0.168641536	no	no	FALSE	FALSE	FALSE
RP11-486B10.4	194.787989	-0.037797151	0.126205133	-0.299489806	0.765	0.862	no	no	FALSE	FALSE	FALSE
RP11-274B21.4	128.6859127	-0.076225249	0.137567554	-0.554093223	0.579515048	0.727177484	no	no	FALSE	FALSE	FALSE
AC092171.4	2037.663328	-0.395336689	0.048333974	-8.179271416	2.86e-16	7.1e-15	down	no	FALSE	FALSE	FALSE
YY2	89.32947096	0.327594898	0.142024482	2.306608642	0.021076647	0.059490132	no	no	FALSE	FALSE	FALSE
AC104135.4	2014.572042	0.134876359	0.046402538	2.906659057	0.003653111	0.013401016	no	no	FALSE	FALSE	FALSE
ZNF674-AS1	118.898871	0.032525972	0.139518094	0.23313085	0.816	0.895408171	no	no	FALSE	FALSE	FALSE
AC005077.14	123.4945653	-0.401317398	0.13883164	-2.890676786	0.00384	0.014	down	no	FALSE	FALSE	FALSE
DSTNP1	42.07255551	-0.241600401	0.15449145	-1.563843188	0.117854399	0.236389558	no	no	FALSE	FALSE	FALSE
HSBP1	7528.025657	-0.039204012	0.034942114	-1.121970248	0.26187509	0.424395635	no	no	FALSE	FALSE	FALSE
RP11-175O19.4	195.8484684	-0.271367056	0.121291796	-2.237307591	0.025266243	0.069122888	no	no	FALSE	FALSE	FALSE
RP11-263K19.4	181.5672493	-0.016889533	0.120962149	-0.139626595	0.888955026	0.936993782	no	no	FALSE	FALSE	FALSE
HCG18	274.2929217	0.158606594	0.10316833	1.537357373	0.124205819	0.245941341	no	no	FALSE	FALSE	FALSE
RP11-346D6.6	1913.648826	-0.324627158	0.055074882	-5.894286952	3.76e-9	4.42e-8	down	no	FALSE	FALSE	FALSE
MORF4L2-AS1	36.37820819	0.15153207	0.15409571	0.98336333	0.325428651	0.494622367	no	no	FALSE	FALSE	FALSE
RP11-617D20.1	48.13207561	-0.053487811	0.154118695	-0.347055955	0.728549282	0.837602281	no	no	FALSE	FALSE	FALSE
FARP1-AS1	116.0699554	-0.169758446	0.138567808	-1.225092966	0.220540195	0.376343133	no	no	FALSE	FALSE	FALSE
AC125232.1	139.0060652	0.011785748	0.130598299	0.090244272	0.928093104	0.960796438	no	no	FALSE	FALSE	FALSE
AC007246.3	186.5691616	0.274649318	0.116764856	2.352157381	0.0187	0.0538	no	no	FALSE	FALSE	FALSE
RP1-225E12.2	52.16992933	-0.045893582	0.1543449	-0.297344338	0.766203635	0.862873054	no	no	FALSE	FALSE	FALSE
RP11-564C4.6	65.64485815	0.04877113	0.15225973	0.320315357	0.748729282	0.849775245	no	no	FALSE	FALSE	FALSE
RP11-418J17.1	174.8852626	0.168157516	0.121861563	1.379906115	0.167615554	0.307558015	no	no	FALSE	FALSE	FALSE
LINC00689	129.3149059	-0.242203425	0.135279641	-1.7903908	0.0734	0.163	no	no	FALSE	FALSE	FALSE
RP11-88H9.2	69.08702473	0.06349915	0.148606587	0.427297006	0.669163014	0.795412936	no	no	FALSE	FALSE	FALSE
RPS18	32044.42835	0.028051411	0.022996837	1.219794348	0.223	0.379	no	no	FALSE	FALSE	FALSE
FAM225A	53.972564	0.017933029	0.152793009	0.117368124	0.906568343	0.948015553	no	no	FALSE	FALSE	FALSE
